source,target,source_name,target_name,role,sum_box_office,avg_box_office,avg_rating,movies
865,929145,Michael Bay,Lorne Balfe,Music Composer,121194410.0,60597205,6.98,"[{""id"": 300671, ""title"": ""13 Hours: The Secret Soldiers of Benghazi"", ""genre"": ""War"", ""link"": ""https://www.imdb.com/title/tt4172430/"", ""rating"": 7.273, ""revenue"": 69411370}, {""id"": 763285, ""title"": ""Ambulance"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt4998632/"", ""rating"": 6.689, ""revenue"": 51783040}]"
865,14189,Michael Bay,Debra Neil-Fisher,Editor,605425157.0,605425157,6.06,"[{""id"": 335988, ""title"": ""Transformers: The Last Knight"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt3371366/"", ""rating"": 6.062, ""revenue"": 605425157}]"
865,58871,Michael Bay,John Refoua,Editor,605425157.0,605425157,6.06,"[{""id"": 335988, ""title"": ""Transformers: The Last Knight"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt3371366/"", ""rating"": 6.062, ""revenue"": 605425157}]"
865,1084741,Michael Bay,Mark Sanger,Editor,605425157.0,605425157,6.06,"[{""id"": 335988, ""title"": ""Transformers: The Last Knight"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt3371366/"", ""rating"": 6.062, ""revenue"": 605425157}]"
865,1335209,Michael Bay,Adam Gerstel,Editor,605425157.0,605425157,6.06,"[{""id"": 335988, ""title"": ""Transformers: The Last Knight"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt3371366/"", ""rating"": 6.062, ""revenue"": 605425157}]"
865,12033,Michael Bay,Jonathan Sela,Cinematographer,605425157.0,605425157,6.06,"[{""id"": 335988, ""title"": ""Transformers: The Last Knight"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt3371366/"", ""rating"": 6.062, ""revenue"": 605425157}]"
865,3499086,Michael Bay,Doug Brandt,Editor,51783040.0,51783040,6.69,"[{""id"": 763285, ""title"": ""Ambulance"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt4998632/"", ""rating"": 6.689, ""revenue"": 51783040}]"
865,1177364,Michael Bay,Roberto De Angelis,Cinematographer,51783040.0,51783040,6.69,"[{""id"": 763285, ""title"": ""Ambulance"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt4998632/"", ""rating"": 6.689, ""revenue"": 51783040}]"
19272,14189,Joe Russo,Debra Neil-Fisher,Editor,130628903.0,130628903,5.59,"[{""id"": 1819, ""title"": ""You, Me and Dupree"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0463034/"", ""rating"": 5.586, ""revenue"": 130628903}]"
19272,1214,Joe Russo,Charles Minsky,Cinematographer,130628903.0,130628903,5.59,"[{""id"": 1819, ""title"": ""You, Me and Dupree"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0463034/"", ""rating"": 5.586, ""revenue"": 130628903}]"
19272,10572,Joe Russo,Theodore Shapiro,Music Composer,130628903.0,130628903,5.59,"[{""id"": 1819, ""title"": ""You, Me and Dupree"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0463034/"", ""rating"": 5.586, ""revenue"": 130628903}]"
19272,35176,Joe Russo,Jeffrey Ford,Editor,6722228027.0,1680557007,7.91,"[{""id"": 299534, ""title"": ""Avengers: Endgame"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154796/"", ""rating"": 8.262, ""revenue"": 2800000000}, {""id"": 299536, ""title"": ""Avengers: Infinity War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154756/"", ""rating"": 8.253, ""revenue"": 2052415039}, {""id"": 100402, ""title"": ""Captain America: The Winter Soldier"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1843866/"", ""rating"": 7.669, ""revenue"": 714766572}, {""id"": 271110, ""title"": ""Captain America: Civil War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3498820/"", ""rating"": 7.442, ""revenue"": 1155046416}]"
19272,1355525,Joe Russo,Matthew Schmidt,Editor,5567181611.0,1855727204,8.06,"[{""id"": 299534, ""title"": ""Avengers: Endgame"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154796/"", ""rating"": 8.262, ""revenue"": 2800000000}, {""id"": 299536, ""title"": ""Avengers: Infinity War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154756/"", ""rating"": 8.253, ""revenue"": 2052415039}, {""id"": 100402, ""title"": ""Captain America: The Winter Soldier"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1843866/"", ""rating"": 7.669, ""revenue"": 714766572}]"
19272,967026,Joe Russo,Trent Opaloch,Cinematographer,6722228027.0,1680557007,7.91,"[{""id"": 299534, ""title"": ""Avengers: Endgame"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154796/"", ""rating"": 8.262, ""revenue"": 2800000000}, {""id"": 299536, ""title"": ""Avengers: Infinity War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154756/"", ""rating"": 8.253, ""revenue"": 2052415039}, {""id"": 100402, ""title"": ""Captain America: The Winter Soldier"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1843866/"", ""rating"": 7.669, ""revenue"": 714766572}, {""id"": 271110, ""title"": ""Captain America: Civil War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3498820/"", ""rating"": 7.442, ""revenue"": 1155046416}]"
19272,37,Joe Russo,Alan Silvestri,Music Composer,4852415039.0,2426207520,8.26,"[{""id"": 299534, ""title"": ""Avengers: Endgame"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154796/"", ""rating"": 8.262, ""revenue"": 2800000000}, {""id"": 299536, ""title"": ""Avengers: Infinity War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt4154756/"", ""rating"": 8.253, ""revenue"": 2052415039}]"
19272,227440,Joe Russo,Henry Jackman,Music Composer,1870267011.0,623422337,7.36,"[{""id"": 100402, ""title"": ""Captain America: The Winter Soldier"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1843866/"", ""rating"": 7.669, ""revenue"": 714766572}, {""id"": 271110, ""title"": ""Captain America: Civil War"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3498820/"", ""rating"": 7.442, ""revenue"": 1155046416}, {""id"": 725201, ""title"": ""The Gray Man"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1649418/"", ""rating"": 6.975, ""revenue"": 454023}]"
19272,950,Joe Russo,Pietro Scalia,Editor,454023.0,454023,6.97,"[{""id"": 725201, ""title"": ""The Gray Man"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1649418/"", ""rating"": 6.975, ""revenue"": 454023}]"
19272,961610,Joe Russo,Jeff Groth,Editor,454023.0,454023,6.97,"[{""id"": 725201, ""title"": ""The Gray Man"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1649418/"", ""rating"": 6.975, ""revenue"": 454023}]"
19272,58192,Joe Russo,Stephen F. Windon,Cinematographer,454023.0,454023,6.97,"[{""id"": 725201, ""title"": ""The Gray Man"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt1649418/"", ""rating"": 6.975, ""revenue"": 454023}]"
488,493,Steven Spielberg,Michael Kahn,Editor,9384583629.0,302728504,7.18,"[{""id"": 74, ""title"": ""War of the Worlds"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0407304/"", ""rating"": 6.499, ""revenue"": 603873119}, {""id"": 85, ""title"": ""Raiders of the Lost Ark"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0082971/"", ""rating"": 7.926, ""revenue"": 389925971}, {""id"": 87, ""title"": ""Indiana Jones and the Temple of Doom"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0087469/"", ""rating"": 7.294, ""revenue"": 333000000}, {""id"": 89, ""title"": ""Indiana Jones and the Last Crusade"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0097576/"", ""rating"": 7.848, ""revenue"": 474171806}, {""id"": 217, ""title"": ""Indiana Jones and the Kingdom of the Crystal Skull"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0367882/"", ""rating"": 5.999, ""revenue"": 786636033}, {""id"": 180, ""title"": ""Minority Report"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt0181689/"", ""rating"": 7.343, ""revenue"": 358372926}, {""id"": 329, ""title"": ""Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0107290/"", ""rating"": 7.941, ""revenue"": 920100000}, {""id"": 330, ""title"": ""The Lost World: Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0119567/"", ""rating"": 6.527, ""revenue"": 618638999}, {""id"": 424, ""title"": ""Schindler's List"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0108052/"", ""rating"": 8.571, ""revenue"": 321365567}, {""id"": 594, ""title"": ""The Terminal"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0362227/"", ""rating"": 7.331, ""revenue"": 219417255}, {""id"": 612, ""title"": ""Munich"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0408306/"", ""rating"": 7.141, ""revenue"": 130982129}, {""id"": 644, ""title"": ""A.I. Artificial Intelligence"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0212720/"", ""rating"": 7.042, ""revenue"": 235926552}, {""id"": 640, ""title"": ""Catch Me If You Can"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0264464/"", ""rating"": 7.971, ""revenue"": 352114312}, {""id"": 873, ""title"": ""The Color Purple"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0088939/"", ""rating"": 7.75, ""revenue"": 146292000}, {""id"": 879, ""title"": ""Hook"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0102057/"", ""rating"": 6.828, ""revenue"": 300855000}, {""id"": 857, ""title"": ""Saving Private Ryan"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0120815/"", ""rating"": 8.21, ""revenue"": 481840909}, {""id"": 840, ""title"": ""Close Encounters of the Third Kind"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0075860/"", ""rating"": 7.36, ""revenue"": 306889114}, {""id"": 10110, ""title"": ""Empire of the Sun"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0092965/"", ""rating"": 7.514, ""revenue"": 66700000}, {""id"": 11352, ""title"": ""Always"", ""genre"": ""Romance"", ""link"": ""https://www.imdb.com/title/tt0096794/"", ""rating"": 6.287, ""revenue"": 74134790}, {""id"": 11519, ""title"": ""1941"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0078723/"", ""rating"": 5.857, ""revenue"": 94900000}, {""id"": 11831, ""title"": ""Amistad"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0118607/"", ""rating"": 7.006, ""revenue"": 44229441}, {""id"": 15301, ""title"": ""Twilight Zone: The Movie"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0086491/"", ""rating"": 6.4, ""revenue"": 29450920}, {""id"": 17578, ""title"": ""The Adventures of Tintin"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0983193/"", ""rating"": 6.887, ""revenue"": 373993951}, {""id"": 72976, ""title"": ""Lincoln"", ""genre"": ""History"", ""link"": ""https://www.imdb.com/title/tt0443272/"", ""rating"": 6.865, ""revenue"": 275293450}, {""id"": 57212, ""title"": ""War Horse"", ""genre"": ""War"", ""link"": ""https://www.imdb.com/title/tt1568911/"", ""rating"": 7.306, ""revenue"": 177584879}, {""id"": 267935, ""title"": ""The BFG"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3691740/"", ""rating"": 6.253, ""revenue"": 195243411}, {""id"": 296098, ""title"": ""Bridge of Spies"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt3682448/"", ""rating"": 7.225, ""revenue"": 165478348}, {""id"": 333339, ""title"": ""Ready Player One"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt1677720/"", ""rating"": 7.604, ""revenue"": 607274134}, {""id"": 446354, ""title"": ""The Post"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt6294822/"", ""rating"": 6.997, ""revenue"": 179769467}, {""id"": 511809, ""title"": ""West Side Story"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt3581652/"", ""rating"": 7.035, ""revenue"": 74530532}, {""id"": 804095, ""title"": ""The Fabelmans"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt14208870/"", ""rating"": 7.711, ""revenue"": 45598614}]"
488,492,Steven Spielberg,Janusz Kamiński,Cinematographer,5874170077.0,309166846,7.19,"[{""id"": 74, ""title"": ""War of the Worlds"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0407304/"", ""rating"": 6.499, ""revenue"": 603873119}, {""id"": 217, ""title"": ""Indiana Jones and the Kingdom of the Crystal Skull"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0367882/"", ""rating"": 5.999, ""revenue"": 786636033}, {""id"": 180, ""title"": ""Minority Report"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt0181689/"", ""rating"": 7.343, ""revenue"": 358372926}, {""id"": 330, ""title"": ""The Lost World: Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0119567/"", ""rating"": 6.527, ""revenue"": 618638999}, {""id"": 424, ""title"": ""Schindler's List"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0108052/"", ""rating"": 8.571, ""revenue"": 321365567}, {""id"": 594, ""title"": ""The Terminal"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0362227/"", ""rating"": 7.331, ""revenue"": 219417255}, {""id"": 612, ""title"": ""Munich"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0408306/"", ""rating"": 7.141, ""revenue"": 130982129}, {""id"": 644, ""title"": ""A.I. Artificial Intelligence"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0212720/"", ""rating"": 7.042, ""revenue"": 235926552}, {""id"": 640, ""title"": ""Catch Me If You Can"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0264464/"", ""rating"": 7.971, ""revenue"": 352114312}, {""id"": 857, ""title"": ""Saving Private Ryan"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0120815/"", ""rating"": 8.21, ""revenue"": 481840909}, {""id"": 11831, ""title"": ""Amistad"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0118607/"", ""rating"": 7.006, ""revenue"": 44229441}, {""id"": 72976, ""title"": ""Lincoln"", ""genre"": ""History"", ""link"": ""https://www.imdb.com/title/tt0443272/"", ""rating"": 6.865, ""revenue"": 275293450}, {""id"": 57212, ""title"": ""War Horse"", ""genre"": ""War"", ""link"": ""https://www.imdb.com/title/tt1568911/"", ""rating"": 7.306, ""revenue"": 177584879}, {""id"": 267935, ""title"": ""The BFG"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3691740/"", ""rating"": 6.253, ""revenue"": 195243411}, {""id"": 296098, ""title"": ""Bridge of Spies"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt3682448/"", ""rating"": 7.225, ""revenue"": 165478348}, {""id"": 333339, ""title"": ""Ready Player One"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt1677720/"", ""rating"": 7.604, ""revenue"": 607274134}, {""id"": 446354, ""title"": ""The Post"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt6294822/"", ""rating"": 6.997, ""revenue"": 179769467}, {""id"": 511809, ""title"": ""West Side Story"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt3581652/"", ""rating"": 7.035, ""revenue"": 74530532}, {""id"": 804095, ""title"": ""The Fabelmans"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt14208870/"", ""rating"": 7.711, ""revenue"": 45598614}]"
488,491,Steven Spielberg,John Williams,Music Composer,9637976195.0,332344007,7.18,"[{""id"": 74, ""title"": ""War of the Worlds"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0407304/"", ""rating"": 6.499, ""revenue"": 603873119}, {""id"": 85, ""title"": ""Raiders of the Lost Ark"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0082971/"", ""rating"": 7.926, ""revenue"": 389925971}, {""id"": 87, ""title"": ""Indiana Jones and the Temple of Doom"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0087469/"", ""rating"": 7.294, ""revenue"": 333000000}, {""id"": 89, ""title"": ""Indiana Jones and the Last Crusade"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0097576/"", ""rating"": 7.848, ""revenue"": 474171806}, {""id"": 217, ""title"": ""Indiana Jones and the Kingdom of the Crystal Skull"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0367882/"", ""rating"": 5.999, ""revenue"": 786636033}, {""id"": 180, ""title"": ""Minority Report"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt0181689/"", ""rating"": 7.343, ""revenue"": 358372926}, {""id"": 329, ""title"": ""Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0107290/"", ""rating"": 7.941, ""revenue"": 920100000}, {""id"": 330, ""title"": ""The Lost World: Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0119567/"", ""rating"": 6.527, ""revenue"": 618638999}, {""id"": 424, ""title"": ""Schindler's List"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0108052/"", ""rating"": 8.571, ""revenue"": 321365567}, {""id"": 578, ""title"": ""Jaws"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0073195/"", ""rating"": 7.659, ""revenue"": 470653000}, {""id"": 601, ""title"": ""E.T. the Extra-Terrestrial"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0083866/"", ""rating"": 7.513, ""revenue"": 792965500}, {""id"": 594, ""title"": ""The Terminal"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0362227/"", ""rating"": 7.331, ""revenue"": 219417255}, {""id"": 612, ""title"": ""Munich"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0408306/"", ""rating"": 7.141, ""revenue"": 130982129}, {""id"": 644, ""title"": ""A.I. Artificial Intelligence"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0212720/"", ""rating"": 7.042, ""revenue"": 235926552}, {""id"": 640, ""title"": ""Catch Me If You Can"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0264464/"", ""rating"": 7.971, ""revenue"": 352114312}, {""id"": 879, ""title"": ""Hook"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0102057/"", ""rating"": 6.828, ""revenue"": 300855000}, {""id"": 857, ""title"": ""Saving Private Ryan"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0120815/"", ""rating"": 8.21, ""revenue"": 481840909}, {""id"": 840, ""title"": ""Close Encounters of the Third Kind"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0075860/"", ""rating"": 7.36, ""revenue"": 306889114}, {""id"": 10110, ""title"": ""Empire of the Sun"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0092965/"", ""rating"": 7.514, ""revenue"": 66700000}, {""id"": 5121, ""title"": ""The Sugarland Express"", ""genre"": ""Crime"", ""link"": ""https://www.imdb.com/title/tt0072226/"", ""rating"": 6.572, ""revenue"": 12800000}, {""id"": 11352, ""title"": ""Always"", ""genre"": ""Romance"", ""link"": ""https://www.imdb.com/title/tt0096794/"", ""rating"": 6.287, ""revenue"": 74134790}, {""id"": 11519, ""title"": ""1941"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0078723/"", ""rating"": 5.857, ""revenue"": 94900000}, {""id"": 11831, ""title"": ""Amistad"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0118607/"", ""rating"": 7.006, ""revenue"": 44229441}, {""id"": 17578, ""title"": ""The Adventures of Tintin"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0983193/"", ""rating"": 6.887, ""revenue"": 373993951}, {""id"": 72976, ""title"": ""Lincoln"", ""genre"": ""History"", ""link"": ""https://www.imdb.com/title/tt0443272/"", ""rating"": 6.865, ""revenue"": 275293450}, {""id"": 57212, ""title"": ""War Horse"", ""genre"": ""War"", ""link"": ""https://www.imdb.com/title/tt1568911/"", ""rating"": 7.306, ""revenue"": 177584879}, {""id"": 267935, ""title"": ""The BFG"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt3691740/"", ""rating"": 6.253, ""revenue"": 195243411}, {""id"": 446354, ""title"": ""The Post"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt6294822/"", ""rating"": 6.997, ""revenue"": 179769467}, {""id"": 804095, ""title"": ""The Fabelmans"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt14208870/"", ""rating"": 7.711, ""revenue"": 45598614}]"
488,1,Steven Spielberg,George Lucas,Editor,389925971.0,389925971,7.93,"[{""id"": 85, ""title"": ""Raiders of the Lost Ark"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0082971/"", ""rating"": 7.926, ""revenue"": 389925971}]"
488,666,Steven Spielberg,Douglas Slocombe,Cinematographer,1197097777.0,399032592,7.69,"[{""id"": 85, ""title"": ""Raiders of the Lost Ark"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0082971/"", ""rating"": 7.926, ""revenue"": 389925971}, {""id"": 87, ""title"": ""Indiana Jones and the Temple of Doom"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0087469/"", ""rating"": 7.294, ""revenue"": 333000000}, {""id"": 89, ""title"": ""Indiana Jones and the Last Crusade"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0097576/"", ""rating"": 7.848, ""revenue"": 474171806}]"
488,2214,Steven Spielberg,Paul Haslinger,Music Composer,358372926.0,358372926,7.34,"[{""id"": 180, ""title"": ""Minority Report"", ""genre"": ""Action"", ""link"": ""https://www.imdb.com/title/tt0181689/"", ""rating"": 7.343, ""revenue"": 358372926}]"
488,1060,Steven Spielberg,Dean Cundey,Cinematographer,1220955000.0,610477500,7.38,"[{""id"": 329, ""title"": ""Jurassic Park"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0107290/"", ""rating"": 7.941, ""revenue"": 920100000}, {""id"": 879, ""title"": ""Hook"", ""genre"": ""Adventure"", ""link"": ""https://www.imdb.com/title/tt0102057/"", ""rating"": 6.828, ""revenue"": 300855000}]"
488,8556,Steven Spielberg,Verna Fields,Editor,483453000.0,241726500,7.12,"[{""id"": 578, ""title"": ""Jaws"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0073195/"", ""rating"": 7.659, ""revenue"": 470653000}, {""id"": 5121, ""title"": ""The Sugarland Express"", ""genre"": ""Crime"", ""link"": ""https://www.imdb.com/title/tt0072226/"", ""rating"": 6.572, ""revenue"": 12800000}]"
488,2287,Steven Spielberg,Bill Butler,Cinematographer,470653000.0,470653000,7.66,"[{""id"": 578, ""title"": ""Jaws"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0073195/"", ""rating"": 7.659, ""revenue"": 470653000}]"
488,9966,Steven Spielberg,Carol Littleton,Editor,792965500.0,792965500,7.51,"[{""id"": 601, ""title"": ""E.T. the Extra-Terrestrial"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0083866/"", ""rating"": 7.513, ""revenue"": 792965500}]"
488,9965,Steven Spielberg,Allen Daviau,Cinematographer,1035408420.0,258852105,7.29,"[{""id"": 601, ""title"": ""E.T. the Extra-Terrestrial"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0083866/"", ""rating"": 7.513, ""revenue"": 792965500}, {""id"": 873, ""title"": ""The Color Purple"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0088939/"", ""rating"": 7.75, ""revenue"": 146292000}, {""id"": 10110, ""title"": ""Empire of the Sun"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0092965/"", ""rating"": 7.514, ""revenue"": 66700000}, {""id"": 15301, ""title"": ""Twilight Zone: The Movie"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0086491/"", ""rating"": 6.4, ""revenue"": 29450920}]"
488,13301,Steven Spielberg,Quincy Jones,Music Composer,146292000.0,146292000,7.75,"[{""id"": 873, ""title"": ""The Color Purple"", ""genre"": ""Drama"", ""link"": ""https://www.imdb.com/title/tt0088939/"", ""rating"": 7.75, ""revenue"": 146292000}]"
488,12235,Steven Spielberg,Vilmos Zsigmond,Cinematographer,319689114.0,159844557,6.97,"[{""id"": 840, ""title"": ""Close Encounters of the Third Kind"", ""genre"": ""Science Fiction"", ""link"": ""https://www.imdb.com/title/tt0075860/"", ""rating"": 7.36, ""revenue"": 306889114}, {""id"": 5121, ""title"": ""The Sugarland Express"", ""genre"": ""Crime"", ""link"": ""https://www.imdb.com/title/tt0072226/"", ""rating"": 6.572, ""revenue"": 12800000}]"
488,30149,Steven Spielberg,Mikael Salomon,Cinematographer,74134790.0,74134790,6.29,"[{""id"": 11352, ""title"": ""Always"", ""genre"": ""Romance"", ""link"": ""https://www.imdb.com/title/tt0096794/"", ""rating"": 6.287, ""revenue"": 74134790}]"
488,12846,Steven Spielberg,William A. Fraker,Cinematographer,94900000.0,94900000,5.86,"[{""id"": 11519, ""title"": ""1941"", ""genre"": ""Comedy"", ""link"": ""https://www.imdb.com/title/tt0078723/"", ""rating"": 5.857, ""revenue"": 94900000}]"
488,14457,Steven Spielberg,Malcolm Campbell,Editor,29450920.0,29450920,6.4,"[{""id"": 15301, ""title"": ""Twilight Zone: The Movie"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0086491/"", ""rating"": 6.4, ""revenue"": 29450920}]"
488,33057,Steven Spielberg,Stevan Larner,Cinematographer,29450920.0,29450920,6.4,"[{""id"": 15301, ""title"": ""Twilight Zone: The Movie"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0086491/"", ""rating"": 6.4, ""revenue"": 29450920}]"
488,1760,Steven Spielberg,Jerry Goldsmith,Music Composer,29450920.0,29450920,6.4,"[{""id"": 15301, ""title"": ""Twilight Zone: The Movie"", ""genre"": ""Horror"", ""link"": ""https://www.imdb.com/title/tt0086491/"", ""rating"": 6.4, ""revenue"": 29450920}]"
488,153,Steven Spielberg,Thomas Newman,Music Composer,165478348.0,165478348,7.22,"[{""id"": 296098, ""title"": ""Bridge of Spies"", ""genre"": ""Thriller"", ""link"": ""https://www.imdb.com/title/tt3682448/"", ""rating"": 7.225, ""revenue"": 165478348}]"
